gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000244025	206.10020612224244	0.7565099691357554	0.48825714972127304	1.5494088915392585	0.12128345768204696	0.6171980402041944
ENSG00000186866	8024.498615833795	-0.2579781565055987	0.1683096643371813	-1.5327590220177791	0.1253352406673596	0.6239515241918554
ENSG00000205445	534.0629808577634	0.4615187071612555	0.30924483034598554	1.4924055695447025	0.13559285584430356	0.6456545297971849
ENSG00000277277	617.4431304614916	0.5731914640340853	0.3854374089430289	1.4871194407567432	0.13698326781645107	0.6456545297971849
ENSG00000160233	2199.6804449552615	0.47527193077232766	0.32054410640468173	1.4827036943624368	0.13815315266402647	0.6456545297971849
ENSG00000177692	2184.1912456742193	-0.27076488506169233	0.1852126593450661	-1.4619134891704975	0.14376491803699873	0.6578129580232974
ENSG00000160221	5503.491041759864	-0.2330815517300718	0.16052377845969865	-1.4520063878797222	0.14649982907942433	0.6578129580232974
ENSG00000142149	3848.699125813592	0.27524530321208274	0.19831726385612497	1.3879038963131693	0.16516631124772652	0.7273670245332572
ENSG00000221837	757.7296258632982	-0.3984561485766736	0.29904100815571905	-1.332446513052104	0.1827135063834856	0.7741588304510364
ENSG00000215455	332.7951160488029	0.45533885705702065	0.34823812977449453	1.3075502597945847	0.1910258971902307	0.7741588304510364
ENSG00000197381	15693.22630712973	0.28630364450269724	0.21934935785651646	1.3052404041683028	0.19181100003752394	0.7741588304510364
ENSG00000241123	328.083562045857	-0.4890906595907693	0.37488738476439504	-1.3046335498809793	0.19201765842119276	0.7741588304510364
ENSG00000142156	4388.002281247642	-0.26320638040702893	0.2020546916559617	-1.3026491899291808	0.19269455605113134	0.7741588304510364
ENSG00000154640	1526.2189114370547	0.25618436733305777	0.20093704652596162	1.2749484067884815	0.202327503931705	0.7988448000062146
ENSG00000154639	2870.1743501745455	-0.273216776974407	0.22343670896430937	-1.2227927015253757	0.22140800279183384	0.8593632650733889
ENSG00000249209	473.0652351743249	0.41429569437951774	0.3444380887765597	1.2028161457145796	0.22904747538446726	0.8741978643840501
ENSG00000212938	180.98790049811015	-0.4877713262828786	0.4270410262137724	-1.1422118633601852	0.25336596595096106	0.9511607574224603
ENSG00000198862	9989.919033522416	-0.19879658999426952	0.17936429253524058	-1.108339832774748	0.26771507887677914	0.9762154277028195
ENSG00000160226	4139.908834735036	0.21227940324713165	0.19186993704042704	1.106371360315839	0.26856581635492416	0.9762154277028195
ENSG00000186980	72.36788182854086	-0.6605038271396073	0.6405340764248242	-1.031176718694258	0.30245795617168225	0.9834522683612659
ENSG00000221859	262.7493555119683	-0.3678714942720761	0.35932861999584054	-1.0237745445278879	0.30594177637434805	0.9834522683612659
ENSG00000166979	5837.029911780688	-0.168724533128153	0.16882226126982627	-0.9994211181574149	0.3175907338660352	0.9834522683612659
ENSG00000212935	338.34028786899074	0.3836036470735064	0.3838377557709563	0.9993900842375976	0.3176057613931978	0.9834522683612659
ENSG00000160285	8797.780845242009	0.20635625846508607	0.20841567721397053	0.990118695597116	0.3221161063131015	0.9834522683612659
ENSG00000242220	1915.1690279707723	-0.25370289330935497	0.2580929231895474	-0.9829905065743769	0.32561211103517884	0.9834522683612659
ENSG00000280433	1961.5600381330755	-0.20511853460582044	0.20958017721947436	-0.9787115238051276	0.3277225365058473	0.9834522683612659
ENSG00000189169	409.26326969043294	-0.3300454308287182	0.3418083158998064	-0.9655863110289679	0.334251227834484	0.9834522683612659
ENSG00000273590	3313.719007275116	-0.16407073430072758	0.1725045272315811	-0.9511097298940365	0.3415486759987019	0.9834522683612659
ENSG00000183145	2155.4193619345742	0.2539554237103818	0.26898509954477445	0.9441245040716806	0.3451060287588035	0.9834522683612659
ENSG00000157551	12678.79953961367	-0.1661474929216779	0.17771055144067163	-0.9349331909374327	0.3498227307293403	0.9834522683612659
ENSG00000182670	25439.776367544855	0.1543505428069659	0.17027962486521073	0.9064533876507309	0.3646959259139436	0.9834522683612659
ENSG00000185658	19301.794656428276	0.1475897390056074	0.16347678654902198	0.9028177157210604	0.3666226472149021	0.9834522683612659
ENSG00000159079	3727.0186241219453	-0.17374964128947382	0.194018355772402	-0.8955319747853914	0.37050278111808144	0.9834522683612659
ENSG00000154727	3363.1434071072786	-0.14887345316269415	0.17155709827464954	-0.8677778690588445	0.3855159476146296	0.9834522683612659
ENSG00000157554	16946.819239370958	-0.15690514167548558	0.18117440958440234	-0.866044724723606	0.38646563569147185	0.9834522683612659
ENSG00000155307	5571.064355297914	0.1832353206881251	0.2141116218939872	0.8557934364667517	0.39211204636169616	0.9834522683612659
ENSG00000184221	1337.2316621427085	0.24442788304985888	0.28614304387549416	0.8542157088264348	0.39298548082435414	0.9834522683612659
ENSG00000184787	5868.581397337493	-0.17641034744209214	0.20657864929061134	-0.8539621497569241	0.39312596172046244	0.9834522683612659
ENSG00000183486	7065.9420022130935	-0.14152414004656724	0.1657717835434311	-0.8537287650614488	0.39325529217083705	0.9834522683612659
ENSG00000160191	15290.30595136617	0.12002118299531503	0.14065254301699723	0.8533168360902725	0.39348362606238196	0.9834522683612659
ENSG00000160209	13748.601506064613	-0.12245876630673157	0.14449455547521342	-0.84749744309735	0.39671791164892406	0.9834522683612659
ENSG00000160294	8440.49828533985	0.17003331651844483	0.20899884435068586	0.8135610368885126	0.41589646647530565	0.9834522683612659
ENSG00000160200	7849.529850548739	-0.12398572991344332	0.15324467277572795	-0.8090704079148983	0.4184746485661798	0.9834522683612659
ENSG00000159086	5679.97219205936	0.1409986015115365	0.17786415455787155	0.7927319693055965	0.4279340000837124	0.9834522683612659
ENSG00000141956	20869.924222855923	-0.11300477377350694	0.14273909891252262	-0.7916875938999846	0.42854285788749735	0.9834522683612659
ENSG00000142173	6155.18407235858	-0.15170586337956124	0.19242536600708227	-0.7883880723603647	0.4304697454860003	0.9834522683612659
ENSG00000279493	205.92010565793188	-0.457039284561942	0.5797543295821737	-0.7883326803118972	0.4305021367468581	0.9834522683612659
ENSG00000182816	277.43059985390875	-0.2927976399215818	0.37149360385480623	-0.7881633408579982	0.43060116908920326	0.9834522683612659
ENSG00000206107	201.95185757415305	-0.37014952060929757	0.48118373898761513	-0.769247775055891	0.441746233840076	0.9834522683612659
ENSG00000276612	646.976816436997	0.29006553211332253	0.3804617109850541	0.76240400476125	0.4458189167991558	0.9834522683612659
ENSG00000188694	502.7888424311109	-0.3483972463100745	0.4625235248277555	-0.7532530295401044	0.4512978783581764	0.9834522683612659
ENSG00000159267	7782.255231972532	-0.14894651026689382	0.20101501522923088	-0.7409720616991727	0.4587103803047664	0.9834522683612659
ENSG00000157578	8109.660218264409	0.13435527425877483	0.18509507551705615	0.7258716845029962	0.46791743641395067	0.9834522683612659
ENSG00000141959	18462.214995544295	-0.9086049572431762	1.2686846014117152	-0.7161787541459365	0.4738809800546681	0.9834522683612659
ENSG00000215454	1230.3047795399746	-0.18215334761901045	0.2565168899805683	-0.7101027446294431	0.47764042444581695	0.9834522683612659
ENSG00000142185	10204.773645195859	0.09960765182287143	0.1402930278415925	0.7099971634751536	0.47770589516914824	0.9834522683612659
ENSG00000186977	205.17764629154993	-0.3246169075261636	0.45752228557349905	-0.7095105916409296	0.4780076810931125	0.9834522683612659
ENSG00000173276	10307.095139889732	0.11658758746124809	0.16519487658011087	0.7057578895596632	0.4803387137754185	0.9834522683612659
ENSG00000243646	3084.4043709465495	-0.1377856317354257	0.19878779590408724	-0.693129229129869	0.48822845609319837	0.9834522683612659
ENSG00000206102	66.6421542846977	-0.44221216898447474	0.6417461280530525	-0.6890764893682654	0.49077513429901953	0.9834522683612659
ENSG00000182871	9225.836130653235	0.10137948166458934	0.1475740809369208	0.6869734916927795	0.4920994331468149	0.9834522683612659
ENSG00000186924	133.25953935310122	-0.3484356130020038	0.5109205856790792	-0.6819760698013138	0.4952540826246566	0.9834522683612659
ENSG00000160179	9340.049161812638	-0.10528984647253027	0.15475308234778834	-0.6803731781956007	0.4962681997507679	0.9834522683612659
ENSG00000205758	8250.66042022973	0.10110107569977904	0.14881043672560984	0.6793950607523473	0.49688757862858113	0.9834522683612659
ENSG00000160185	4836.084823603293	-0.11225713154436386	0.1677951620604717	-0.6690129212659153	0.5034872355073343	0.9834522683612659
ENSG00000206104	104.20217288967882	-0.4091330687677919	0.6144646388251693	-0.665836637157896	0.5055155243244513	0.9834522683612659
ENSG00000159131	9118.662305069542	-0.10797146538980386	0.16732630402791665	-0.6452749077143899	0.5187490504876311	0.9834522683612659
ENSG00000160182	170.91614717526713	-0.3030800213250039	0.4743002421282013	-0.6390045680033253	0.5228199602232778	0.9834522683612659
ENSG00000180530	7971.136138531833	-0.11756568447498386	0.18508566285272726	-0.6351960636115339	0.5253005502505085	0.9834522683612659
ENSG00000142166	2447.8919273803667	-0.19777385683305204	0.31218043456863154	-0.6335241896447944	0.5263913894695281	0.9834522683612659
ENSG00000160208	3118.1408239548923	0.13107341562618846	0.2138481392546973	0.612927547945963	0.5399242471882677	0.9834522683612659
ENSG00000156253	3574.745819256108	-0.10230659705523693	0.1677176238230847	-0.6099931225066367	0.5418663634290977	0.9834522683612659
ENSG00000154642	3501.2198339480765	0.1050836511559011	0.17407456129048687	0.6036703489405485	0.5460628312841376	0.9834522683612659
ENSG00000184032	112.87073653510686	0.31256511113266916	0.5249154379148084	0.5954580272478044	0.5515373475114469	0.9834522683612659
ENSG00000278961	1614.6472796004862	-0.13521956765747983	0.22813297363235277	-0.5927225929005452	0.5533668188358014	0.9834522683612659
ENSG00000160305	13753.369195026326	-0.09572241511180578	0.1622957589367052	-0.5898023197829662	0.5553231872709986	0.9834522683612659
ENSG00000205927	2300.0429824556177	-0.13120755893698985	0.22248555554758842	-0.5897351790504228	0.5553682063312174	0.9834522683612659
ENSG00000160299	9010.295137725372	-0.08407479038751658	0.1453883941117527	-0.5782771788709115	0.5630769993354736	0.9834522683612659
ENSG00000183255	3210.6993708022997	-0.10699335405063715	0.18513864144770406	-0.5779093614061085	0.5633253146888715	0.9834522683612659
ENSG00000265590	597.5824205488485	-0.18569850964059523	0.33734812268944103	-0.5504655195948644	0.5820001202912002	0.9834522683612659
ENSG00000157617	9990.340148199275	-0.10859306211290505	0.19772889239890126	-0.5492017923907031	0.5828669745013177	0.9834522683612659
ENSG00000160201	6495.610228327139	-0.08834776446813791	0.16361840263867117	-0.5399622722343883	0.5892230511219023	0.9834522683612659
ENSG00000159110	5278.82337777219	-0.09429464329140326	0.18023342301756543	-0.5231806715573136	0.600848530674182	0.9834522683612659
ENSG00000206106	77.54826763544106	-0.3039345619274478	0.5828875742239322	-0.521429132079393	0.6020678618014503	0.9834522683612659
ENSG00000157538	7568.65215255025	0.07645594635647512	0.14852612136876817	0.5147643098189202	0.6067177281311521	0.9834522683612659
ENSG00000205726	25204.748616265533	0.07323383862498345	0.14241038467538497	0.5142450727305816	0.6070806587549147	0.9834522683612659
ENSG00000241945	2875.920420200905	-0.0968370420215272	0.1909299293859082	-0.5071862873096227	0.6120241156354942	0.9834522683612659
ENSG00000274749	261.98655924165763	-0.23449515343233052	0.4668404146423325	-0.5023025986556623	0.6154546815473825	0.9834522683612659
ENSG00000160202	1377.039952182281	-0.12493597289318882	0.2501564615829239	-0.49943132431050175	0.6174755563482373	0.9834522683612659
ENSG00000187026	151.04437857168045	0.2632195219458733	0.5295341488340323	0.4970775209218322	0.6191343858298819	0.9834522683612659
ENSG00000244624	100.68495739606163	0.2915608411854201	0.5870297243831579	0.4966713423102857	0.6194208345505148	0.9834522683612659
ENSG00000274276	5659.849681057364	-0.08337612863584402	0.1680842950785643	-0.49603758992994074	0.6198678901933987	0.9834522683612659
ENSG00000142207	2979.2769285524287	0.11870386851235049	0.24084814590455345	0.4928577218916689	0.6221131220334146	0.9834522683612659
ENSG00000186970	207.18172118768348	-0.20954598728360305	0.42679767785746214	-0.49097265087179137	0.6234457911107876	0.9834522683612659
ENSG00000160194	3077.6250752858123	-0.10706731911901847	0.22515691937922222	-0.4755231125661723	0.6344141634200122	0.9834522683612659
ENSG00000231068	92.1159451796197	-0.2889778017583092	0.6369307857614036	-0.4537036177531561	0.6500421626920158	0.9834522683612659
ENSG00000198390	202.22253211332506	0.1896936876750263	0.4195639582322408	0.45212102696873063	0.651181796534086	0.9834522683612659
ENSG00000160190	4047.494705454	0.09538718102373446	0.21132484393117063	0.45137703286227177	0.6517178335130842	0.9834522683612659
ENSG00000159261	2807.8687878203964	0.09051290908036679	0.20296132543977238	0.44596136177296486	0.6556251563822797	0.9834522683612659
ENSG00000166351	1236.3573326482606	-0.11430470514549054	0.25849602011495315	-0.4421913540280398	0.6583507420308372	0.9834522683612659
ENSG00000186930	125.03980837267804	-0.2362996580183374	0.5352841359387986	-0.4414471533028107	0.6588893119306016	0.9834522683612659
ENSG00000183067	1148.0454831026182	0.11336014883636049	0.25726148363523044	0.4406417440905891	0.65947237712693485	0.9834522683612659
ENSG00000186925	108.52699080775756	0.23381214850803936	0.531172284321428	0.44018137882840425	0.6598057453623658	0.9834522683612659
ENSG00000212933	167.11570404422716	0.25987967677085805	0.5914634857659374	0.4393841429354126	0.6603832143839958	0.9834522683612659
ENSG00000159140	16606.658091201905	0.06272396666814364	0.1441092580443201	0.4352528596660542	0.663378897868679	0.9834522683612659
ENSG00000187766	332.49673593607224	0.21549214586963303	0.5036677167842063	0.42784585687861243	0.6687633482365085	0.9834522683612659
ENSG00000186971	230.8102217346536	0.17600276290447647	0.41393680307895503	0.42519235205791883	0.6706964589501231	0.9834522683612659
ENSG00000157557	3328.991889905078	-0.10378979706192429	0.24576603136955805	-0.4223114011466284	0.6727977374193241	0.9834522683612659
ENSG00000187005	182.708885320881	0.20550192599681674	0.4926010862058975	0.4171771677964206	0.6765488243407283	0.9834522683612659
ENSG00000276289	2772.563138928825	-0.07738229822822255	0.19201444249451818	-0.40300248889055174	0.6869463935308268	0.9834522683612659
ENSG00000142197	4448.491786660099	0.07018129424755057	0.17491940539152537	0.40122074557972837	0.6882576081963951	0.9834522683612659
ENSG00000232263	117.77920082480726	-0.2048794387578961	0.5112891034869919	-0.40071152966221707	0.6886325211377253	0.9834522683612659
ENSG00000157540	22886.198767465667	-0.058179039794032016	0.1464199864428034	-0.39734356768813606	0.6911141237438945	0.9834522683612659
ENSG00000183036	823.4418230681032	-0.11367349353921445	0.2909171741299777	-0.3907417768619832	0.6959881154282315	0.9834522683612659
ENSG00000142188	4106.485742316059	0.0639068504669024	0.16372021893902958	0.39034183365404435	0.6962837930507672	0.9834522683612659
ENSG00000160180	917.6324304529348	0.09358788288729661	0.24406098759088057	0.3834610513179516	0.7013779437712535	0.9834522683612659
ENSG00000156261	4555.172372779585	-0.06780525628449695	0.18168346625345547	-0.37320543075673157	0.7089955545491945	0.9834522683612659
ENSG00000243927	3142.609258162657	-0.06212920580268737	0.16832520877381255	-0.3691022055179724	0.7120515450782958	0.9834522683612659
ENSG00000156273	6085.531546565002	0.06199645435863445	0.17269398733251543	0.35899602132217107	0.7195980656856894	0.9834522683612659
ENSG00000241837	2385.1936071396685	0.07933716941089199	0.22135787031783005	0.35841133318177526	0.7200355116039068	0.9834522683612659
ENSG00000159231	292.57466679698257	-0.14073511033546457	0.3976437004144231	-0.35392264529474715	0.7233968555609376	0.9834522683612659
ENSG00000170262	1184.8958950322035	-0.0824510828962385	0.23319595136302262	-0.35356995871632696	0.7236611913445117	0.9834522683612659
ENSG00000160193	3159.3575395750518	-0.0647993930296221	0.18746520677244163	-0.34566090500345553	0.7295975684199321	0.9834522683612659
ENSG00000276076	1028.1052718923297	0.08707803298735022	0.2551940350768524	0.34122283838306183	0.7329358313791342	0.9834522683612659
ENSG00000249624	2192.6577570366844	0.0795529260261221	0.23463075824879404	0.3390558280588559	0.734567673607633	0.9834522683612659
ENSG00000160256	1164.5306076870463	-0.07695312651923342	0.23053096657893515	-0.3338081979233112	0.738524296878317	0.9834522683612659
ENSG00000154646	1733.5412037980072	0.07424304373240778	0.22469931073923766	0.33041064295282346	0.7410897007792034	0.9834522683612659
ENSG00000159212	2586.695878296115	-0.09033708799856661	0.2797821658439233	-0.32288365388150303	0.7467833561549675	0.9834522683612659
ENSG00000182093	9950.492626661484	-0.05576977140624688	0.17834965839129405	-0.31269906491152116	0.7545093060604008	0.9834522683612659
ENSG00000197683	338.9425348315849	0.12066908468695785	0.3859611102408748	0.3126457082985624	0.7545498474963472	0.9834522683612659
ENSG00000205439	103.7796558615642	-0.18533374072206057	0.5990502124583894	-0.30937930889213067	0.7570330079736671	0.9834522683612659
ENSG00000159228	1998.496197143338	-0.07422076664430105	0.24215498023191995	-0.3065010951796958	0.7592231461014423	0.9834522683612659
ENSG00000177398	11610.567377824185	-0.04860833400185165	0.1699859048580669	-0.2859550857610114	0.7749125220832013	0.9834522683612659
ENSG00000275895	7618.489414079171	0.04598333009138162	0.16164286211277287	0.2844748570419433	0.7760464996120489	0.9834522683612659
ENSG00000160298	6656.365765107463	0.049983243533487556	0.17629657036925642	0.2835179574327324	0.7767798181075107	0.9834522683612659
ENSG00000275993	1763.4741963756642	0.09087684299973058	0.325343980764667	0.2793254167055424	0.7799951025230636	0.9834522683612659
ENSG00000159055	764.0680265317869	-0.06908315527761545	0.25511150461594395	-0.2707959226755229	0.786547995988627	0.9834522683612659
ENSG00000243489	332.9931133135283	0.0812067915808087	0.3095057593056986	0.2623757042937634	0.7930318018948082	0.9834522683612659
ENSG00000171587	6597.024262566001	0.06039973312045758	0.23034698219144045	0.26221195756868915	0.7931580350322238	0.9834522683612659
ENSG00000183640	227.8503333640266	0.12388126659695842	0.4804776629594745	0.25782939800763865	0.7965385750087948	0.9834522683612659
ENSG00000188155	426.5169817562874	0.10482154461881156	0.40658885213064916	0.25780722729980127	0.796555686418188	0.9834522683612659
ENSG00000155304	1528.211795855081	0.06400233324399288	0.25107043801462786	0.2549178379983707	0.7987865585816395	0.9834522683612659
ENSG00000160310	8954.417512739277	-0.047171734259753816	0.19177821469510564	-0.2459702439859958	0.8057052668283775	0.9834677233131874
ENSG00000274391	3157.4168026681455	-0.052023847090855974	0.2133903666814683	-0.24379660572266096	0.807388349270215	0.9834677233131874
ENSG00000160188	1849.9259592580206	-0.05641575839076379	0.24145198561078904	-0.2336520788928352	0.8152550934715169	0.9876196249551952
ENSG00000160207	1140.287572249163	-0.07513455242911413	0.3368825834881796	-0.22302890120097413	0.8235130130551205	0.9876196249551952
ENSG00000188992	1774.377468407449	0.04781681236014308	0.21468827747510813	0.22272670367708905	0.8237482168245787	0.9876196249551952
ENSG00000175894	4869.203916560544	-0.03747648541654836	0.17486488967553868	-0.21431681045912576	0.830300009734305	0.9876196249551952
ENSG00000160224	3654.0136952671637	-0.04571716942227286	0.21597819128325021	-0.211674934171089	0.8323606446128937	0.9876196249551952
ENSG00000280071	3090.58208530897	-0.03618095226066528	0.186540742496977	-0.19395737240217975	0.8462092598918579	0.9951763615593363
ENSG00000160223	6144.714796893022	0.03473189585486668	0.19757577963294926	0.1757902508059977	0.8604587290956665	0.9951763615593363
ENSG00000155313	7533.716014238254	-0.030775272106295444	0.18059436953288857	-0.17041102768539454	0.8646869001493107	0.9951763615593363
ENSG00000183570	7070.540053533362	0.0252233651783261	0.14955719396947056	0.16865364018179563	0.866069086074291	0.9951763615593363
ENSG00000154719	1162.3824456071488	0.0404780035943953	0.24142507419807382	0.1676627986088375	0.8668485642341355	0.9951763615593363
ENSG00000160183	7266.0855725463025	0.029229239045547133	0.17438259330364753	0.1676155772878723	0.8668857156805394	0.9951763615593363
ENSG00000185808	5102.2854798992885	-0.0288042920897086	0.18431459610842543	-0.15627786782965417	0.8758140008974089	0.9951763615593363
ENSG00000274559	295.846348910699	-0.05352711215212325	0.3713506514515589	-0.14414169449519773	0.8853885810357633	0.9951763615593363
ENSG00000159216	12499.522781683281	0.021330526996727408	0.16657246229184974	0.12805554233420907	0.8981050183834614	0.9951763615593363
ENSG00000159147	6294.556741488081	-0.02035765578582026	0.16342001799175318	-0.12457259542614654	0.9008619250441303	0.9951763615593363
ENSG00000154723	1910.5372433062896	0.023985990516261477	0.21052816395336368	0.11393245476446023	0.9092913378879459	0.9951763615593363
ENSG00000154645	5057.017612701878	0.02177864906195731	0.19327867412120156	0.11268004171169094	0.9102842248685872	0.9951763615593363
ENSG00000182362	2088.361936356464	0.02000587706899123	0.19280205636047595	0.10376381583600369	0.9173567821950779	0.9951763615593363
ENSG00000159200	10097.654417157475	-0.013803864562798073	0.14656067294220432	-0.09418532465555461	0.9249619421775577	0.9951763615593363
ENSG00000186967	120.42515382110895	0.04959854915094637	0.5767718753934036	0.0859933558950257	0.9314716988898165	0.9951763615593363
ENSG00000183844	2316.785723065068	-0.01708923436807362	0.20057319098735485	-0.0852019867857166	0.9321008111004062	0.9951763615593363
ENSG00000240432	237.67462459155172	-0.030757714482457267	0.48973254192492954	-0.06280512698127395	0.9499216831908521	0.9951763615593363
ENSG00000173638	6130.474836644443	-0.009992139192417655	0.17140658834695005	-0.05829495405504611	0.9535136867626466	0.9951763615593363
ENSG00000182591	347.9650137895841	-0.025047824319906462	0.49473162755308464	-0.050629114705667035	0.959621062389673	0.9951763615593363
ENSG00000159256	5086.760740483103	-0.008288730465993554	0.1696101756352604	-0.048869299468318	0.9610234550929596	0.9951763615593363
ENSG00000157601	8048.976283534662	-0.007491062723917397	0.16548509128884337	-0.045267296682589	0.963894254171932	0.9951763615593363
ENSG00000160181	592.3765494417613	-0.010778548870284607	0.2560597503836354	-0.042093881815224395	0.9664238574539381	0.9951763615593363
ENSG00000185917	9663.597662899403	-0.005394546775423258	0.14922038720446573	-0.036151539856490965	0.9711615262988716	0.9951763615593363
ENSG00000184012	4755.35056682034	-0.006268835630015763	0.18110619550290882	-0.03461414234122696	0.9723874243005248	0.9951763615593363
ENSG00000221864	258.37720060039425	-0.01616012556298046	0.48145854058712034	-0.03356493695858796	0.9732240827578059	0.9951763615593363
ENSG00000206105	76.85324283778942	0.019528903935617396	0.6177891865535418	0.03161095137414628	0.9747823098217995	0.9951763615593363
ENSG00000160199	5900.2237395369	0.005123464316157325	0.16567788005409304	0.030924250808161826	0.9753299498214475	0.9951763615593363
